"SCJ","Sternarchogiton cuchillejo"
"SML","Sternarchorhamphus muelleri"
"SYY","Sternarchorhynchus curvirostris"
"UBM","Ubidia magdalenensis"
"BHI","Brachyhypopomus beebei"
"HYR","Hypopomus artedi"
"HYU","Hypopygus lepturus"
"MIB","Microsternarchus bilineatus"
"RCF","Racenisia fimbriipinna"
"STD","Steatogenys duidae"
"ARX","Archolaemus blax"
"DYO","Distocyclus conirostris"
"EIH","Eigenmannia humboldtii"
"EIV","Eigenmannia virescens"
"RLV","Rhabdolichops caviceps"
"SGT","Sternopygus astrabes"
"SGC","Sternopygus macrurus"
"YCL","Cycleptus elongatus"
"DEU","Deltistes luxatus"
"ATC","Catostomus catostomus"
"ATO","Catostomus commersoni"
"ATS","Catostomus latipinnis"
"ATU","Catostomus macrocheilus"
"ATE","Catostomus tahoensis"
"MOG","Moxostoma congestum"
"MOE","Moxostoma erythrurum"
"MOM","Moxostoma macrolepidotum"
"LAL","Lagochila lacera"
"BUB","Ictiobus cyprinellus"
"BUF","Ictiobus spp"
"MXS","Myxocyprinus asiaticus"
"CDO","Carpiodes carpio"
"XYT","Xyrauchen texanus"
"ATJ","Chasmistes cujus"
"MIM","Minytrema melanops"
"ERU","Erimyzon sucetta"
"HYN","Hypentelium nigricans"
"CTM","Catostomidae"
"FBM","Abramis brama"
"FBR","Abramis spp"
"FCP","Cyprinus carpio"
"FPR","Cyprinus pellegrini"
"AAX","Aaptosyax grypus"
"ABB","Abbottina rivularis"
"AHL","Acanthalburnus microlepis"
"FTE","Tinca tinca"
"ATA","Acapoeta tanganicae"
"ALR","Alburnus alburnus"
"ABD","Alburnus albidus"
"PTB","Barbus barbus"
"BUD","Barbus meridionalis"
"BBQ","Barbus canis"
"BBN","Barbus aeneus"
"BBJ","Barbus capensis"
"BUH","Barbus haasi"
"BUO","Barbus holotaenia"
"BUJ","Barbus johnstonii"
"BUI","Barbus macrotaenia"
"BUY","Barbus neumayeri"
"BUN","Barbus longiceps"
"BSJ","Barbus plebejus"
"BBU","Barbus altianalis"
"BBI","Barbus altidorsalis"
"BBB","Barbus bynni"
"BBK","Barbus callensis"
"BUE","Barbus eurystomus"
"BUL","Barbus lineomaculatus"
"BSN","Barbus unitaeniatus"
"BUU","Barbus paludinosus"
"BSI","Barbus perince"
"BSM","Barbus mattozi"
"BUQ","Barbus marequensis"
"BST","Barbus trimaculatus"
"BSO","Barbus tropidolepis"
"BBZ","Barbus cyclolepis"
"HON","Chondrostoma nasus"
"HOX","Chondrostoma toxostoma"
"HOY","Chondrostoma polylepis"
"HOS","Chondrostoma soetta"
"HOG","Chondrostoma genei"
"AGE","Agosia chrysogaster"
"FCC","Carassius carassius"
"CGO","Carassius auratus"
"IUV","Carassius cuvieri"
"CWG","Carassius gibelio"
"GOG","Gobio gobio"
"GOP","Gobio albipinnatus"
"FRO","Rutilus rutilus"
"RFR","Rutilus frisii"
"RTR","Rutilus rubilio"
"RLA","Rutilus alburnoides"
"RFZ","Rutilus lemmingii"
"RWC","Rutilus caspicus"
"FRX","Rutilus spp"
"SRE","Scardinius erythrophthalmus"
"FID","Leuciscus idus"
"LUC","Leuciscus cephaloides"
"FIE","Leuciscus leuciscus"
"LUY","Leuciscus borysthenicus"
"LUH","Leuciscus cephalus"
"LUP","Leuciscus polylepis"
"LUR","Leuciscus pyrenaicus"
"LUS","Leuciscus souffia"
"VLS","Leuciscus schmidti"
"VLB","Leuciscus bergi"
"LEW","Leuciscus spp"
"RHM","Rhodeus amarus"
"ROO","Rhodeus ocellatus"
"ROR","Rhodeus sericeus"
"TBT","Tribolodon taczanowskii"
"TFZ","Tribolodon hakonensis"
"LBG","Labeo angra"
"LBZ","Labeo ariza"
"LBB","Labeo bata"
"LBO","Labeo boga"
"LCB","Labeo calbasu"
"LBD","Labeo dero"
"LBM","Labeo dussumieri"
"LBF","Labeo fimbriatus"
"LBI","Labeo gonius"
"LBJ","Labeo kontius"
"LOI","Labeo microphthalmus"
"LON","Labeo nandina"
"LOH","Labeo pangusia"
"LRH","Labeo rohita"
"LOD","Labeo sindensis"
"LBV","Labeo altivelis"
"LBU","Labeo coubie"
"LBY","Labeo cylindricus"
"LBL","Labeo darlingi"
"LBK","Labeo forskalii"
"LBN","Labeo fuelleborni"
"LBQ","Labeo horie"
"LOM","Labeo mesops"
"LOL","Labeo niloticus"
"LOC","Labeo victorianus"
"LBP","Labeo capensis"
"LBH","Labeo dyocheilus"
"LOE","Labeo rosae"
"EOU","Labeo umbratus"
"MOH","Labeo chrysophekadion"
"RHI","Labeo spp"
"RNR","Cirrhinus cirrhosus"
"MUC","Cirrhinus molitorella"
"CMG","Cirrhinus mrigala"
"RNE","Cirrhinus reba"
"RNM","Cirrhinus microlepis"
"AVL","Algansea lacustris"
"ASJ","Aspidoparia jaya"
"ARR","Aspidoparia morar"
"ABA","Albulichthys albuloides"
"CTT","Catla catla"
"TCS","Catlocarpio siamensis"
"GUH","Chagunius chagunio"
"HEU","Chela cachius"
"HEO","Chela laubuca"
"ILA","Crossocheilus latius"
"FCG","Ctenopharyngodon idellus"
"YCE","Cyclocheilichthys enoplos"
"YCA","Cyclocheilichthys apogon"
"YCD","Cyclocheilichthys dumerilii"
"YCQ","Cyclocheilichthys armatus"
"DAE","Danio aequipinnatus"
"DAD","Danio dangila"
"DAV","Danio devario"
"DAI","Danio rerio"
"DAF","Danio frankei"
"ABI","Alburnoides bipunctatus"
"GIN","Gila nigrescens"
"GIA","Gila atraria"
"GIB","Gila bicolor"
"GIC","Gila cypha"
"GIE","Gila elegans"
"GIR","Gila robusta"
"HMD","Hampala dispar"
"HML","Hampala macrolepidota"
"SVC","Hypophthalmichthys molitrix"
"BIC","Hypophthalmichthys nobilis"
"HXP","Hypophthalmichthys spp"
"LUE","Labiobarbus leptocheilus"
"LZF","Labiobarbus festivus"
"LZQ","Labiobarbus fasciatus"
"LZW","Labiobarbus ocellatus"
"ABT","Amblyrhynchichthys truncatus"
"ANY","Anabarilius polylepis"
"QNG","Anabarilius grahami"
"NMC","Notemigonus crysoleucas"
"FCN","Osteochilus hasselti"
"OSE","Osteochilus melanopleurus"
"OSS","Osteochilus spilurus"
"PGC","Pogonichthys macrolepidotus"
"PRJ","Probarbus jullieni"
"PTI","Ptychocheilus grandis"
"RAD","Rasbora daniconius"
"RSG","Rasbora elanga"
"RST","Rasbora heteromorpha"
"RSR","Rasbora rasbora"
"RSZ","Rasbora argyrotaenia"
"RSV","Rasbora einthovenii"
"RWS","Rasbora elegans"
"RRZ","Rasbora tawarensis"
"TYD","Thynnichthys sandkhol"
"TYT","Thynnichthys thynnoides"
"TWY","Thynnichthys vaillanti"
"TOB","Tor tambroides"
"PTP","Tor putitora"
"PTT","Tor tor"
"TOK","Tor khudree"
"TZD","Tor douronensis"
"TZS","Tor soro"
"VAC","Varicorhinus capoeta"
"BRL","Barilius barila"
"BLA","Barilius barna"
"BLO","Barilius bola"
"BRH","Barilius shacra"
"BRJ","Barilius tileo"
"BRV","Barilius vagra"
"BRR","Barilius bakeri"
"BLD","Barilius bendelisis"
"BDA","Brachydanio acuticephala"
"NTA","Notropis atherinoides"
"NTB","Notropis bairdi"
"NTP","Notropis boops"
"NTD","Notropis dorsalis"
"NTG","Notropis girardi"
"NTE","Notropis heterodon"
"NTR","Notropis heterolepis"
"NTU","Notropis hudsonius"
"NTL","Notropis longirostris"
"NTN","Notropis lutipinnis"
"NTS","Notropis nubilus"
"NTQ","Notropis rubellus"
"NTI","Notropis rupestris"
"NRS","Notropis signipinnis"
"NRT","Notropis stramineus"
"NRX","Notropis texanus"
"NRV","Notropis volucellus"
"HME","Hemibarbus labeo"
"UMM","Hemibarbus maculatus"
"ROG","Rohtee ogilbii"
"ABC","Amblypharyngodon microlepis"
"ABO","Amblypharyngodon mola"
"ABL","Amblypharyngodon melettinus"
"ENA","Rastrineobola argentea"
"AHS","Acanthobrama lissneri"
"AHT","Acanthobrama terraesanctae"
"PMP","Pimephales promelas"
"ARH","Acrossocheilus hexagonolepis"
"HSY","Hesperoleucus symmetricus"
"WAB","Parabramis pekinensis"
"SQK","Squaliobarbus curriculus"
"LTL","Culter alburnus"
"ZAP","Zacco platypus"
"AZH","Anaecypris hispanica"
"GRD","Garra dembeensis"
"GRG","Garra ghorensis"
"GRT","Garra gotyla"
"GRK","Garra lamta"
"GRU","Garra mullya"
"GRR","Garra rufa"
"GRI","Garra tibanica"
"OPD","Opsariichthys bidens"
"PDE","Pseudogobio esocinus"
"RHQ","Rhinichthys atratulus"
"RHW","Rhinichthys cataractae"
"RHV","Rhinichthys osculus"
"NOB","Nocomis biguttatus"
"NOH","Nocomis leptocephalus"
"NOI","Nocomis micropogon"
"YPA","Cyprinella alvarezdelvillari"
"YPN","Cyprinella analostana"
"YPC","Cyprinella callistia"
"YPM","Cyprinella camura"
"YPL","Cyprinella lutrensis"
"YPP","Cyprinella proserpina"
"YPI","Cyprinella spiloptera"
"YPV","Cyprinella venusta"
"ATL","Acheilognathus limbatus"
"ATN","Acheilognathus melanogaster"
"ATR","Acheilognathus rhombeus"
"ATT","Acheilognathus tabira"
"AYH","Aphyocypris chinensis"
"HBP","Hybognathus placitus"
"HEY","Chelaethiops bibie"
"DID","Dionda diaboli"
"DIE","Dionda episcopa"
"AUE","Aspiolucius esocinus"
"VIV","Vimba vimba"
"VIM","Vimba melanops"
"UEP","Couesius plumbeus"
"SMU","Semotilus atromaculatus"
"FSC","Pelecus cultratus"
"SHP","Sarcocheilichthys nigripinnis"
"TPW","Typhlogarra widdowsoni"
"TYA","Tanichthys albonubes"
"MPL","Campostoma anomalum"
"MPG","Campostoma oligolepis"
"AUH","Aulopyge huegelii"
"OHM","Orthodon microlepidotus"
"LVE","Lavinia exilicauda"
"PLT","Plagopterus argentissimus"
"IOP","Iotichthys phlegethontis"
"PHK","Phenacobius catostomus"
"EVU","Evarra bustamantei"
"ASU","Aspius aspius"
"NOU","Clinostomus elongatus"
"BNB","Balantiocheilos melanopterus"
"MOI","Moroco steindachneri"
"MDE","Mandibularca resinus"
"NUC","Chalcalburnus chalcoides"
"AWT","Chalcalburnus tarichi"
"AHA","Acanthorhodeus asmussii"
"PDP","Pseudorasbora parva"
"BNE","Bangana behri"
"BRN","Barbichthys nitidus"
"BBR","Barbodes balleroides"
"BBT","Barbodes platysoma"
"FCH","Leptobarbus hoeveni"
"ARC","Acrocheilus alutaceus"
"HMU","Hemiculter leucisculus"
"BBC","Barboides gracilis"
"BBV","Barbopsis devecchii"
"TKT","Tanakia tanago"
"BWZ","Biwia zezera"
"PDL","Pseudaspius leptocephalus"
"BOI","Boraras brigittae"
"CUG","Caecobarbus geertsii"
"YCB","Caecocypris basimi"
"BKC","Mylopharyngodon piceus"
"OEC","Capoeta capoeta"
"OED","Capoeta damascina"
"LXC","Luxilus chrysocephalus"
"LXO","Luxilus cornutus"
"OGC","Oregonichthys crameri"
"GNA","Gnathopogon caerulescens"
"GNE","Gnathopogon elongatus"
"WUB","Megalobrama amblycephala"
"WUT","Megalobrama terminalis"
"MHC","Mylocheilus caurinus"
"LPV","Lepidomeda vittata"
"DIL","Diptychus maculatus"
"PTO","Ptychobarbus conirostris"
"SZP","Schizopygopsis pylzovi"
"TGC","Tiaroga cobitis"
"PUI","Puntius binotatus"
"PUH","Puntius amphibius"
"PUU","Puntius arulius"
"PUO","Puntius conchonius"
"PUM","Puntius filamentosus"
"PUD","Puntius orphoides"
"PUS","Puntius sarana"
"PUR","Puntius sophore"
"PUT","Puntius tetrazona"
"PUW","Puntius ticto"
"FZP","Puntius lateristriga"
"FAB","Puntius spp"
"OEK","Capoetobrama kuschakewitschi"
"OEN","Carassioides cantonensis"
"PHH","Cephalakompsus pachycheilus"
"HYA","Chanodichthys dabryi"
"HVY","Chanodichthys erythropterus"
"HWQ","Chanodichthys mongolicus"
"PTL","Coptostomabarbus bellcrossi"
"UCS","Coreoleuciscus splendidus"
"USC","Cosmochilus cardinalis"
"YPW","Cyprinion watsoni"
"DAT","Danionella translucida"
"DII","Discherodontus ashmeadi"
"DIT","Distoechodon tumirostris"
"EIO","Eirmotus octozona"
"ELM","Elopichthys bambusa"
"ENL","Engraulicypris sardella"
"EPB","Epalzeorhynchos bicolor"
"EQQ","Epalzeorhynchos kalopterus"
"ERA","Eremichthys acros"
"ERD","Erimystax dissimilis"
"ESD","Esomus danricus"
"EUE","Eupallasella perenurus"
"EXM","Exoglossum maxillingua"
"GOR","Gobiobotia brevibarba"
"GYW","Gymnocypris biswasi"
"HMK","Hemigrammocapoeta kemali"
"HMI","Hemigrammocypris lini"
"HMF","Hemitremia flammea"
"HNC","Henicorhynchus caudimaculatus"
"HNZ","Henicorhynchus siamensis"
"HRA","Horadandia atukorali"
"PUK","Raiamas ansorgii"
"HYC","Hypselobarbus curmuca"
"PUJ","Hypselobarbus jerdoni"
"HYL","Hypsibarbus lagleri"
"YHX","Hypsibarbus spp"
"IBP","Iberocypris palaciosi"
"INA","Inlecypris auropurpureus"
"IRT","Iranocypris typhlops"
"KAL","Kalimantania lawak"
"LDG","Ladigesocypris ghigii"
"LDT","Ladislavia taczanowskii"
"LWG","Lagowskiella czekanowskii"
"LPT","Lepidopygopsis typus"
"LPG","Leptocypris guineensis"
"LPN","Leptocypris niloticus"
"LPK","Leucalburnus kosswigi"
"LUD","Leucaspius delineatus"
"LCO","Lobocheilos bo"
"LCI","Longiculter siahi"
"LCK","Luciosoma bleekeri"
"LYR","Lythrurus roseipinnis"
"LYS","Lythrurus snelsoni"
"MCV","Macrhybopsis aestivalis"
"MCO","Macrochirichthys macrochirus"
"MGM","Margariscus margarita"
"MDF","Meda fulgida"
"MKE","Mekongina erythrospila"
"MSB","Mesobola brevianalis"
"MYK","Microphysogobio koreensis"
"MCY","Microrasbora erythromicron"
"MOC","Moapa coriacea"
"MHO","Mylopharodon conocephalus"
"MSG","Mystacoleucus argenteus"
"MZP","Mystacoleucus padangensis"
"MJZ","Mystacoleucus marginatus"
"NEL","Nematabramis alestes"
"NEO","Neobola moeruensis"
"NEI","Neolissochilus blanci"
"OCE","Ochetobius elongatus"
"ONL","Onychostoma alticorpus"
"OPL","Opsaridium microlepis"
"OPQ","Opsopoeodus emiliae"
"OHC","Oreichthys cosuatis"
"OUH","Oreoleuciscus handlirschi"
"OUP","Ospatulus palaemophagus"
"OBL","Osteobrama belangeri"
"OBC","Osteobrama cotio"
"OXA","Oxygaster anomalura"
"PHM","Pachychilon macedonicum"
"PHC","Parachela cyanea"
"PZI","Parachela oxygastroides"
"PHQ","Paracrossochilus acerus"
"PUB","Paralaubuca barroni"
"PYT","Parapsilorhynchus tentaculatus"
"PAJ","Pararasbora moltrechti"
"PZV","Parazacco vuquangensis"
"PUL","Parluciosoma labiosa"
"PYB","Pectenocypris balaena"
"PXA","Phoxinellus adspersus"
"PXC","Phoxinus cumberlandensis"
"PXE","Phoxinus eos"
"PXY","Phoxinus erythrogaster"
"PXN","Phoxinus neogaeus"
"PXP","Phoxinus phoxinus"
"PYI","Phreatichthys andruzzii"
"PLI","Plagiognathops microlepis"
"PLC","Platygobio gracilis"
"PLX","Platypharodon extremus"
"PTD","Poropuntius deauratus"
"PCE","Procypris merus"
"QPQ","Procypris rabaudi"
"PBB","Prolabeo batesi"
"PBM","Prolabeops melanhypoptera"
"PDS","Pseudobarbus asper"
"PDJ","Pseudolaubuca jouyi"
"PDH","Pseudoperilampus hondae"
"PDY","Pseudophoxinus stymphalicus"
"PDN","Pseudopungtungia nigra"
"PTJ","Ptychidio jordani"
"PGH","Pungtungia herzi"
"PUQ","Puntioplites bulu"
"WPU","Puntioplites waandersi"
"WPP","Puntioplites proctozystron"
"RSF","Rasborichthys helfrichii"
"RSL","Rasborinus lineatus"
"REH","Rectoris posehensis"
"RET","Relictus solitarius"
"RIL","Richardsonius balteatus"
"ROI","Rohteichthys microlepis"
"ROU","Romanogobio tenuicorpus"
"SLB","Salmostoma bacaila"
"SNV","Sanagia velifera"
"SUB","Saurogobio dabryi"
"SWE","Sawbwa resplendens"
"SGB","Scaphognathops bandanensis"
"SRT","Schismatorhynchos heterorhynchos"
"SZB","Schizocypris brucei"
"SZU","Schizothorax curvifrons"
"SZE","Schizothorax esocinus"
"SZR","Schizothorax richardsonii"
"SWZ","Schizothorax yunnanensis"
"SLG","Securicula gora"
"SMN","Semilabeo notabilis"
"SKG","Sikukia gudgeri"
"SNM","Sinibrama macrops"
"SND","Sinilabeo decorus"
"SNT","Sinocyclocheilus anatirostris"
"YGH","Sinocyclocheilus grahami"
"SBD","Spinibarbus denticulatus"
"WSS","Spinibarbus sinensis"
"SIT","Spratellicypris palata"
"SQB","Squalidus biwae"
"SDG","Stypodon signifer"
"SMB","Systomus brevis"
"TYO","Thryssocypris ornithostoma"
"TPH","Tropidophoxinellus hellenicus"
"TPN","Typhlobarbus nudiventris"
"XEL","Xenobarbus loveridgei"
"XEA","Xenocypris argentea"
"ABK","Blicca bjoerkna"
"PTG","Barbonymus gonionotus"
"BBA","Barbonymus altus"
"BFS","Barbonymus schwanenfeldii"
"LWD","Luciobarbus bocagei"
"LWK","Luciobarbus comizo"
"BUG","Luciobarbus graellsii"
"BSL","Luciobarbus sclateri"
"WSK","Gymnodiptychus dybowskii"
"WYG","Gymnodiptychus pachycheilus"
"YHU","Aspiorhynchus laticeps"
"UGH","Coreius guichenoti"
"FCY","Cyprinidae"
"GXM","Gyrinocheilus aymonieri"
"HPD","Acanthopsoides delphax"
"TPC","Acantopsis choirorhynchos"
"BOH","Botia hymenophysa"
"BOD","Botia dario"
"BWX","Botia spp"
"BIA","Cobitis aurata"
"BIW","Cobitis biwae"
"BIT","Cobitis taenia"
"BIO","Cobitis granoei"
"BIM","Cobitis maroccana"
"LEG","Lepidocephalichthys guntea"
"LEI","Lepidocephalichthys thermalis"
"SOG","Somileptes gongota"
"SAK","Sabanejewia balcanica"
"PAD","Paramisgurnus dabryanus"
"NAG","Pangio agma"
"NWD","Niwaella delicata"
"LEU","Leptobotia curta"
"NUM","Neoeucirrhichthys maydelli"
"LED","Lepidocephalus annandalei"
"KUR","Misgurnus anguillicaudatus"
"MWT","Misgurnus fossilis"
"IKC","Iksookimia choii"
"ENM","Enobarbichthys maculatus"
"BMW","Chromobotia macracanthus"
"PSI","Psilorhynchus sucatio"
"ABE","Aborichthys elongatus"
"BTO","Acanthocobitis botia"
"ANO","Annamia normani"
"BTA","Balitora annamitica"
"BTB","Barbatula barbatula"
"BTD","Barbucca diabolica"
"BHS","Bhavania australis"
"CML","Crossostoma lacustre"
"ELL","Ellopostoma megalomycter"
"GSB","Gastromyzon borneensis"
"GLE","Glaniopsis denudata"
"HMO","Hemimyzon formosanum"
"HOI","Homaloptera bilineata"
"HQX","Homaloptera spp"
"HYE","Hypergastromyzon eubranchus"
"INE","Indoreonectes evezardi"
"LEH","Lefua echigonia"
"MIU","Micronemacheilus cruciatus"
"NEY","Nemacheilus abyssinicus"
"NMD","Nemacheilus denisoni"
"NEU","Neogastromyzon nieuwenhuisii"
"NEJ","Neohomaloptera johorensis"
"NEE","Neonoemacheilus labeosus"
"ONO","Oreonectes anophthalmus"
"OTP","Orthrias panthera"
"PAK","Parhomaloptera microstoma"
"PHV","Physoschistura brunneanus"
"PYH","Protomyzon aphelocheilus"
"SUH","Schistura balteata"
"SRC","Sectoria atriceps"
"SWL","Sewellia lineolata"
"SZL","Sinogastromyzon puliensis"
"SYD","Sphaerophysa dianchiensis"
"SUI","Sundoreonectes tiomanensis"
"TVJ","Travancoria jonesi"
"TYC","Triplophysa choprai"
"TGT","Troglocobitis starostini"
"TUA","Tuberoschistura cambodgiensis"
"VAI","Vaillantella cinnamomea"
"YUA","Yunnanilus altus"
"DYC","Diplomystes chilensis"
"DYN","Diplomystes nahuelbutaensis"
"AHV","Ancharius brevibarbis"
"OSA","Ariopsis assimilis"
"BVN","Ariopsis bonillai"
"BHN","Batrachocephalus mino"
"THI","Cathorops fuerthii"
"TWS","Cathorops spixii"
"LSE","Cephalocassis melanochir"
"AUD","Arius dussumieri"
"AUJ","Arius jella"
"AUI","Arius arius"
"AUQ","Arius manillensis"
"AUW","Arius sona"
"AUX","Arius thalassinus"
"AUT","Arius bilineatus"
"AUA","Arius leptaspis"
"AUN","Arius nasutus"
"AUG","Arius gigas"
"AUY","Arius platystomus"
"SMC","Arius heudelotii"
"AUR","Arius latiscutatus"
"AUV","Arius venosus"
"CAO","Arius maculatus"
"AUC","Arius caelatus"
"ASG","Arius sagor"
"AUF","Arius felis"
"AWY","Arius phrygiatus"
"AXP","Arius proops"
"AWJ","Arius parkii"
"IQH","Arius madagascariensis"
"AWX","Arius spp"
"DUF","Cinetodus froggatti"
"CFD","Cochlefelis danielsi"
"DYV","Doiichthys novaeguineae"
"GEG","Genidens genidens"
"KTY","Ketengus typus"
"NYY","Nedystoma dayi"
"SDT","Sciadeops troschelii"
"TYN","Tachysurus nenga"
"TSY","Tetranesodon conorhynchus"
"BEM","Bagre marinus"
"BEI","Bagre panamensis"
"BEC","Bagre pinnimaculatus"
"BEB","Bagre bagre"
"GYP","Galeichthys peruvianus"
"GAT","Galeichthys feliceps"
"FMX","Galeichthys spp"
"HPB","Hemipimelodus bicolor"
"NUB","Netuma barba"
"OGM","Osteogeneiosus militaris"
"NGZ","Notarius grandicassis"
"AWR","Amphiarius rugispinis"
"AZS","Aspistor quadriscutis"
"AWP","Aspistor parkeri"
"SDW","Sciades dowii"
"SSZ","Sciades herzbergii"
"CVQ","Sciades passany"
"CVE","Sciades couma"
"IEZ","Plicofollis tenuispinis"
"CAX","Ariidae"
"NTM","Acanthodoras spinosissimus"
"MXP","Agamyxis pectinifrons"
"LYH","Amblydoras hancockii"
"ADG","Anadoras grypus"
"AZA","Anduzedoras arleoi"
"ADV","Apuredoras rivasi"
"OXK","Oxydoras kneri"
"OXJ","Oxydoras niger"
"ATF","Astrodoras asterifrons"
"ADM","Autanadoras milesi"
"THK","Centrochir crocodili"
"NRB","Centrodoras brachiatus"
"DDG","Deltadoras guayoensis"
"DPZ","Doraops zuloagai"
"DRV","Doras brevis"
"FCM","Franciscodoras marmoratus"
"HSA","Hassar affinis"
"HDM","Hemidoras morrisi"
"HDB","Hildadoras bolivarensis"
"HDZ","Hoplodoras ramirezi"
"HDF","Hypodoras forficulatus"
"LTC","Leptodoras acipenserinus"
"LDD","Lithodoras dorsalis"
"MGW","Megalodoras irwini"
"NMB","Nemadoras bachi"
"ODO","Opsodoras boulengeri"
"OCG","Orinocodoras eigenmanni"
"PYL","Physopyxis lyra"
"PYS","Platydoras costatus"
"DPH","Pseudodoras holdeni"
"DSU","Sachsdoras apurensis"
"DSH","Scorpiodoras heckelii"
"DTA","Trachydoras atripes"
"DWM","Wertheimeria maculata"
"DZG","Zathorax gonzalezi"
"DPG","Pterodoras granulosus"
"DRD","Rhinodoras dorbignyi"
"DRW","Rhynchodoras woodsi"
"AYB","Asterophysus batrachus"
"AYL","Auchenipterichthys longimanus"
"AEI","Auchenipterus nigripinnis"
"CMX","Centromochlus existimatus"
"EMJ","Entomocorus benjamini"
"EPO","Epapterus blohmi"
"GGS","Gelanoglanis stroudi"
"GDA","Glanidium albescens"
"TYJ","Trachycorystes cratensis"
"TYL","Trachycorystes striatulus"
"TYY","Trachycorystes trachycorystes"
"LMU","Liosomadoras oncinus"
"PDC","Pseudepapterus cucuhyensis"
"PDV","Pseudotatia parva"
"TAT","Tatia altae"
"TYG","Taunayia marginata"
"TSE","Tocantinsia depressa"
"TYU","Trachelyichthys decaradiatus"
"TYZ","Trachelyopterichthys anduzei"
"TYR","Trachelyopterus coriaceus"
"PSX","Parauchenipterus albicrux"
"TMQ","Tetranematichthys quadrifilis"
"TMA","Tympanopleura alta"
"GNT","Ageneiosus atronasus"
"GNR","Ageneiosus brevifilis"
"GNV","Ageneiosus brevis"
"GNU","Ageneiosus dentatus"
"GNM","Ageneiosus madeirensis"
"GNL","Ageneiosus melanopogon"
"GNN","Ageneiosus parnaguensis"
"GNY","Ageneiosus polystictus"
"GNO","Ageneiosus rondoni"
"GNH","Ageneiosus therezine"
"GNK","Ageneiosus ucayalensis"
"GNW","Ageneiosus uruguayensis"
"GNI","Ageneiosus valenciennesi"
"GNJ","Ageneiosus vittatus"
"GJZ","Ageneiosus inermis"
"GNQ","Ageneiosus marmoratus"
"ATD","Anodontiglanis dahli"
"CNM","Cnidoglanis macrocephalus"
"EHL","Euristhmus lepturus"
"NSA","Neosilurus argenteus"
"NST","Neosilurus ater"
"NSB","Neosilurus brevidorsalis"
"OLU","Oloplotosus luteus"
"PMK","Porochilus meraukensis"
"PUN","Plotosus canius"
"PII","Plotosus lineatus"
"PPQ","Plotosus papuensis"
"PNK","Plotosus nkunga"
"POJ","Plotosus limbatus"
"CAE","Plotosus spp"
"PLB","Paraplotosus albilabris"
"TDT","Tandanus tandanus"
"TDK","Tandanus bostocki"
"SBI","Belodontichthys dinema"
"SGS","Ceratoglanis scleronema"
"HHT","Hemisilurus heterorhynchus"
"HTY","Hito taytayensis"
"PWK","Pinniwallago kanpurensis"
"PYF","Pterocryptis afghana"
"THY","Silurichthys citatus"
"SOM","Silurus glanis"
"SRO","Silurus asotus"
"SUW","Silurus biwaensis"
"UST","Silurus triostegus"
"UMD","Silurus meridionalis"
"KTC","Kryptopterus cryptopterus"
"KTB","Kryptopterus bicirrhis"
"KTM","Kryptopterus macrocephalus"
"CAG","Kryptopterus spp"
"OKB","Ompok bimaculatus"
"OKP","Ompok pabda"
"WAA","Wallago attu"
"WAX","Wallago spp"
"KTA","Phalacronotus apogon"
"KTK","Phalacronotus bleekeri"
"KTD","Phalacronotus micronemus"
"BMH","Amarginops hildae"
"BGA","Aorichthys aor"
"AUO","Auchenoglanis occidentalis"
"AUB","Auchenoglanis biscutatus"
"AUS","Austroglanis sclateri"
"BTT","Batasio batasio"
"BTR","Bathybagrus tetranema"
"BCA","Chandramara chandramara"
"CGW","Coreobagrus ichikawai"
"BGC","Gephyroglanis congicus"
"BGH","Bagrichthys hypselopterus"
"BGM","Bagrichthys macropterus"
"BGL","Bagroides melapterus"
"NGP","Notoglanidium pallidum"
"BGD","Gnathobagrus depressus"
"BHB","Hemibagrus baramensis"
"BMD","Hemibagrus wyckii"
"BWK","Hemibagrus wyckioides"
"MYN","Hemibagrus nemurus"
"BZG","Hemibagrus guttatus"
"BHO","Horabagrus brachysoma"
"PGI","Parauchenoglanis akiri"
"PGG","Parauchenoglanis guttatus"
"PGO","Parauchenoglanis macrostoma"
"LUA","Liauchenoglanis maculatus"
"LPQ","Lophiobagrus aquilus"
"JBZ","Lophiobagrus cyclurus"
"PIT","Pardiglanis tarabinii"
"LCE","Leiocassis siamensis"
"LLZ","Leiocassis longirostris"
"BMC","Mystus cavasius"
"BMG","Mystus gulio"
"BMT","Mystus tengara"
"BMV","Mystus vittatus"
"BMM","Mystus micracanthus"
"BMZ","Mystus nigriceps"
"BXM","Mystus spp"
"BCS","Chrysichthys mabusi"
"CSR","Chrysichthys nigrodigitatus"
"BCY","Chrysichthys auratus"
"BCT","Chrysichthys maurus"
"BCR","Chrysichthys brachynema"
"BCI","Chrysichthys cranchii"
"BCG","Chrysichthys grandis"
"BCN","Chrysichthys longipinnis"
"BCJ","Chrysichthys ornatus"
"IQL","Chrysichthys platycephalus"
"IQM","Chrysichthys sianenna"
"IQN","Chrysichthys stappersii"
"CST","Chrysichthys spp"
"CLW","Clarotes bidorsalis"
"RRT","Rita rita"
"BGJ","Bagrus bajad"
"BGK","Bagrus docmak"
"BGE","Bagrus meridionalis"
"CAN","Bagrus spp"
"BHE","Rheoglanis dendrophorus"
"BPU","Pseudobagrus aurantiacus"
"BPD","Platyglanis depierrei"
"PLU","Phyllonemus typus"
